[05:54:42] === bulk seed generation starting (target=60000, workers=4, batch=5) ===
[05:54:42] existing accepted seeds: 10045 | {'partial_knowledge': 7500, 'matter_file_grounded': 2545}
[05:54:42] prepared 9991 batches across categories
[05:55:25]   +5 [partial_knowledge] ; total=5 ; rate=7/min ; 1/9991 batches
[06:54:40]   +5 [partial_knowledge] ; total=1520 ; rate=25/min ; 304/9991 batches
[06:54:44]   +5 [partial_knowledge] ; total=1525 ; rate=25/min ; 305/9991 batches
[06:55:07]   +5 [partial_knowledge] ; total=1530 ; rate=25/min ; 306/9991 batches
[06:55:25]   +5 [partial_knowledge] ; total=1535 ; rate=25/min ; 307/9991 batches
[06:55:27]   +5 [partial_knowledge] ; total=1540 ; rate=25/min ; 308/9991 batches
[06:55:37]   +5 [partial_knowledge] ; total=1545 ; rate=25/min ; 309/9991 batches
[06:55:51]   +5 [partial_knowledge] ; total=1550 ; rate=25/min ; 310/9991 batches
[06:56:09]   +5 [partial_knowledge] ; total=1555 ; rate=25/min ; 311/9991 batches
[06:56:12]   +5 [partial_knowledge] ; total=1560 ; rate=25/min ; 312/9991 batches
[06:56:27]   +5 [partial_knowledge] ; total=1565 ; rate=25/min ; 313/9991 batches
[06:56:33]   +5 [partial_knowledge] ; total=1570 ; rate=25/min ; 314/9991 batches
[06:56:52]   +5 [partial_knowledge] ; total=1575 ; rate=25/min ; 315/9991 batches
[06:56:52]   +5 [partial_knowledge] ; total=1580 ; rate=25/min ; 316/9991 batches
[06:57:11]   +5 [partial_knowledge] ; total=1585 ; rate=25/min ; 317/9991 batches
[06:57:18]   +5 [partial_knowledge] ; total=1590 ; rate=25/min ; 318/9991 batches
[06:57:34]   +5 [partial_knowledge] ; total=1595 ; rate=25/min ; 319/9991 batches
[06:57:41]   +5 [partial_knowledge] ; total=1600 ; rate=25/min ; 320/9991 batches
[06:57:58]   +5 [partial_knowledge] ; total=1605 ; rate=25/min ; 321/9991 batches
[06:58:01]   +5 [partial_knowledge] ; total=1610 ; rate=25/min ; 322/9991 batches
[06:58:18]   +5 [partial_knowledge] ; total=1615 ; rate=25/min ; 323/9991 batches
[06:58:36]   +5 [partial_knowledge] ; total=1620 ; rate=25/min ; 324/9991 batches
[06:58:39]   +5 [partial_knowledge] ; total=1625 ; rate=25/min ; 325/9991 batches
[06:58:48]   +5 [partial_knowledge] ; total=1630 ; rate=25/min ; 326/9991 batches
[06:59:03]   +5 [partial_knowledge] ; total=1635 ; rate=25/min ; 327/9991 batches
[06:59:27]   +5 [partial_knowledge] ; total=1640 ; rate=25/min ; 328/9991 batches
[06:59:33]   +5 [partial_knowledge] ; total=1645 ; rate=25/min ; 329/9991 batches
[06:59:36]   +5 [partial_knowledge] ; total=1650 ; rate=25/min ; 330/9991 batches
[06:59:59]   +5 [partial_knowledge] ; total=1655 ; rate=25/min ; 331/9991 batches
[07:00:16]   +5 [partial_knowledge] ; total=1660 ; rate=25/min ; 332/9991 batches
[07:00:18]   +5 [partial_knowledge] ; total=1665 ; rate=25/min ; 333/9991 batches
[07:00:27]   +5 [partial_knowledge] ; total=1670 ; rate=25/min ; 334/9991 batches
[07:00:51]   +5 [partial_knowledge] ; total=1675 ; rate=25/min ; 335/9991 batches
[07:00:59]   +5 [partial_knowledge] ; total=1680 ; rate=25/min ; 336/9991 batches
[07:01:06]   +5 [partial_knowledge] ; total=1685 ; rate=25/min ; 337/9991 batches
[07:01:10]   +5 [partial_knowledge] ; total=1690 ; rate=25/min ; 338/9991 batches
[07:01:38]   +5 [partial_knowledge] ; total=1695 ; rate=25/min ; 339/9991 batches
[07:01:43]   +5 [partial_knowledge] ; total=1700 ; rate=25/min ; 340/9991 batches
[07:01:51]   +5 [partial_knowledge] ; total=1705 ; rate=25/min ; 341/9991 batches
[07:01:54]   +5 [partial_knowledge] ; total=1710 ; rate=25/min ; 342/9991 batches
[07:02:29]   +5 [partial_knowledge] ; total=1715 ; rate=25/min ; 343/9991 batches
[07:02:30]   +5 [partial_knowledge] ; total=1720 ; rate=25/min ; 344/9991 batches
[07:02:43]   +5 [partial_knowledge] ; total=1725 ; rate=25/min ; 345/9991 batches
[07:02:46]   +5 [partial_knowledge] ; total=1730 ; rate=25/min ; 346/9991 batches
[07:03:11]   +5 [partial_knowledge] ; total=1735 ; rate=25/min ; 347/9991 batches
[07:03:17]   +5 [partial_knowledge] ; total=1740 ; rate=25/min ; 348/9991 batches
[07:03:33]   +5 [partial_knowledge] ; total=1745 ; rate=25/min ; 349/9991 batches
[07:03:41]   +5 [partial_knowledge] ; total=1750 ; rate=25/min ; 350/9991 batches
[07:03:56]   +5 [partial_knowledge] ; total=1755 ; rate=25/min ; 351/9991 batches
[07:04:02]   +5 [partial_knowledge] ; total=1760 ; rate=25/min ; 352/9991 batches
[07:04:21]   +5 [partial_knowledge] ; total=1765 ; rate=25/min ; 353/9991 batches
[07:04:32]   +5 [partial_knowledge] ; total=1770 ; rate=25/min ; 354/9991 batches
[07:04:46]   +5 [partial_knowledge] ; total=1775 ; rate=25/min ; 355/9991 batches
[07:04:48]   +5 [partial_knowledge] ; total=1780 ; rate=25/min ; 356/9991 batches
[07:05:05]   +5 [partial_knowledge] ; total=1785 ; rate=25/min ; 357/9991 batches
[07:05:17]   +5 [partial_knowledge] ; total=1790 ; rate=25/min ; 358/9991 batches
[07:05:35]   +5 [partial_knowledge] ; total=1795 ; rate=25/min ; 359/9991 batches
[07:05:37]   +5 [partial_knowledge] ; total=1800 ; rate=25/min ; 360/9991 batches
[07:06:04]   +5 [partial_knowledge] ; total=1805 ; rate=25/min ; 361/9991 batches
[07:06:08]   +5 [partial_knowledge] ; total=1810 ; rate=25/min ; 362/9991 batches
[07:06:25]   +5 [partial_knowledge] ; total=1815 ; rate=25/min ; 363/9991 batches
[07:06:26]   +5 [partial_knowledge] ; total=1820 ; rate=25/min ; 364/9991 batches
[07:06:52]   +5 [partial_knowledge] ; total=1825 ; rate=25/min ; 365/9991 batches
[07:06:55]   +5 [partial_knowledge] ; total=1830 ; rate=25/min ; 366/9991 batches
[07:07:14]   +5 [partial_knowledge] ; total=1835 ; rate=25/min ; 367/9991 batches
[07:07:15]   +5 [partial_knowledge] ; total=1840 ; rate=25/min ; 368/9991 batches
[07:07:42]   +5 [partial_knowledge] ; total=1845 ; rate=25/min ; 369/9991 batches
[07:07:45]   +5 [partial_knowledge] ; total=1850 ; rate=25/min ; 370/9991 batches
[07:08:00]   +5 [partial_knowledge] ; total=1855 ; rate=25/min ; 371/9991 batches
[07:08:01]   +5 [partial_knowledge] ; total=1860 ; rate=25/min ; 372/9991 batches
[07:08:30]   +5 [partial_knowledge] ; total=1865 ; rate=25/min ; 373/9991 batches
[07:08:33]   +5 [partial_knowledge] ; total=1870 ; rate=25/min ; 374/9991 batches
[07:08:46]   +5 [partial_knowledge] ; total=1875 ; rate=25/min ; 375/9991 batches
[07:08:50]   +5 [partial_knowledge] ; total=1880 ; rate=25/min ; 376/9991 batches
[07:09:20]   +5 [partial_knowledge] ; total=1885 ; rate=25/min ; 377/9991 batches
[07:09:29]   +5 [partial_knowledge] ; total=1890 ; rate=25/min ; 378/9991 batches
[07:09:33]   +5 [partial_knowledge] ; total=1895 ; rate=25/min ; 379/9991 batches
[07:09:41]   +5 [partial_knowledge] ; total=1900 ; rate=25/min ; 380/9991 batches
[07:10:11]   +5 [partial_knowledge] ; total=1905 ; rate=25/min ; 381/9991 batches
[07:10:15]   +5 [partial_knowledge] ; total=1910 ; rate=25/min ; 382/9991 batches
[07:10:21]   +5 [partial_knowledge] ; total=1915 ; rate=25/min ; 383/9991 batches
[07:10:28]   +5 [partial_knowledge] ; total=1920 ; rate=25/min ; 384/9991 batches
[07:11:00]   +5 [partial_knowledge] ; total=1925 ; rate=25/min ; 385/9991 batches
[07:11:01]   +5 [partial_knowledge] ; total=1930 ; rate=25/min ; 386/9991 batches
[07:11:04]   +5 [partial_knowledge] ; total=1935 ; rate=25/min ; 387/9991 batches
[07:11:19]   +5 [partial_knowledge] ; total=1940 ; rate=25/min ; 388/9991 batches
[07:11:45]   +5 [partial_knowledge] ; total=1945 ; rate=25/min ; 389/9991 batches
[07:11:45]   +5 [partial_knowledge] ; total=1950 ; rate=25/min ; 390/9991 batches
[07:11:48]   +5 [partial_knowledge] ; total=1955 ; rate=25/min ; 391/9991 batches
[07:12:02]   +5 [partial_knowledge] ; total=1960 ; rate=25/min ; 392/9991 batches
[07:12:34]   +5 [partial_knowledge] ; total=1965 ; rate=25/min ; 393/9991 batches
[07:12:35]   +5 [partial_knowledge] ; total=1970 ; rate=25/min ; 394/9991 batches
[07:12:38]   +5 [partial_knowledge] ; total=1975 ; rate=25/min ; 395/9991 batches
[07:12:53]   +5 [partial_knowledge] ; total=1980 ; rate=25/min ; 396/9991 batches
[07:13:27]   +5 [partial_knowledge] ; total=1985 ; rate=25/min ; 397/9991 batches
[07:13:28]   +5 [partial_knowledge] ; total=1990 ; rate=25/min ; 398/9991 batches
[07:13:29]   +5 [partial_knowledge] ; total=1995 ; rate=25/min ; 399/9991 batches
[07:13:32]   +5 [partial_knowledge] ; total=2000 ; rate=25/min ; 400/9991 batches
[07:14:09]   +5 [partial_knowledge] ; total=2005 ; rate=25/min ; 401/9991 batches
[07:14:12]   +5 [partial_knowledge] ; total=2010 ; rate=25/min ; 402/9991 batches
[07:14:15]   +5 [partial_knowledge] ; total=2015 ; rate=25/min ; 403/9991 batches
[07:14:21]   +5 [partial_knowledge] ; total=2020 ; rate=25/min ; 404/9991 batches
[07:14:53]   +5 [partial_knowledge] ; total=2025 ; rate=25/min ; 405/9991 batches
[07:15:00]   +5 [partial_knowledge] ; total=2030 ; rate=25/min ; 406/9991 batches
[07:15:01]   +5 [partial_knowledge] ; total=2035 ; rate=25/min ; 407/9991 batches
[07:15:07]   +5 [partial_knowledge] ; total=2040 ; rate=25/min ; 408/9991 batches
[07:15:39]   +5 [partial_knowledge] ; total=2045 ; rate=25/min ; 409/9991 batches
[07:15:42]   +5 [partial_knowledge] ; total=2050 ; rate=25/min ; 410/9991 batches
[07:15:47]   +5 [partial_knowledge] ; total=2055 ; rate=25/min ; 411/9991 batches
[07:15:52]   +5 [partial_knowledge] ; total=2060 ; rate=25/min ; 412/9991 batches
[07:16:24]   +5 [partial_knowledge] ; total=2065 ; rate=25/min ; 413/9991 batches
[07:16:26]   +5 [partial_knowledge] ; total=2070 ; rate=25/min ; 414/9991 batches
[07:16:33]   +5 [partial_knowledge] ; total=2075 ; rate=25/min ; 415/9991 batches
[07:16:44]   +5 [partial_knowledge] ; total=2080 ; rate=25/min ; 416/9991 batches
[07:17:08]   +5 [partial_knowledge] ; total=2085 ; rate=25/min ; 417/9991 batches
[07:17:10]   +5 [partial_knowledge] ; total=2090 ; rate=25/min ; 418/9991 batches
[07:17:27]   +5 [partial_knowledge] ; total=2095 ; rate=25/min ; 419/9991 batches
[07:17:32]   +5 [partial_knowledge] ; total=2100 ; rate=25/min ; 420/9991 batches
[07:17:48]   +5 [partial_knowledge] ; total=2105 ; rate=25/min ; 421/9991 batches
[07:17:55]   +5 [partial_knowledge] ; total=2110 ; rate=25/min ; 422/9991 batches
[07:18:11]   +5 [partial_knowledge] ; total=2115 ; rate=25/min ; 423/9991 batches
[07:18:18]   +5 [partial_knowledge] ; total=2120 ; rate=25/min ; 424/9991 batches
[07:18:36]   +5 [partial_knowledge] ; total=2125 ; rate=25/min ; 425/9991 batches
[07:18:42]   +5 [partial_knowledge] ; total=2130 ; rate=25/min ; 426/9991 batches
[07:18:54]   +5 [partial_knowledge] ; total=2135 ; rate=25/min ; 427/9991 batches
[07:19:05]   +5 [partial_knowledge] ; total=2140 ; rate=25/min ; 428/9991 batches
[07:19:22]   +5 [partial_knowledge] ; total=2145 ; rate=25/min ; 429/9991 batches
[07:19:28]   +5 [partial_knowledge] ; total=2150 ; rate=25/min ; 430/9991 batches
[07:19:41]   +5 [partial_knowledge] ; total=2155 ; rate=25/min ; 431/9991 batches
[07:19:55]   +5 [partial_knowledge] ; total=2160 ; rate=25/min ; 432/9991 batches
[07:20:06]   +5 [partial_knowledge] ; total=2165 ; rate=25/min ; 433/9991 batches
[07:20:22]   +5 [partial_knowledge] ; total=2170 ; rate=25/min ; 434/9991 batches
[07:20:33]   +5 [partial_knowledge] ; total=2175 ; rate=25/min ; 435/9991 batches
[07:20:44]   +5 [partial_knowledge] ; total=2180 ; rate=25/min ; 436/9991 batches
[07:20:55]   +5 [partial_knowledge] ; total=2185 ; rate=25/min ; 437/9991 batches
[07:21:18]   +5 [partial_knowledge] ; total=2190 ; rate=25/min ; 438/9991 batches
[07:21:24]   +5 [partial_knowledge] ; total=2195 ; rate=25/min ; 439/9991 batches
[07:21:31]   +5 [partial_knowledge] ; total=2200 ; rate=25/min ; 440/9991 batches
[07:21:42]   +5 [partial_knowledge] ; total=2205 ; rate=25/min ; 441/9991 batches
[07:22:10]   +5 [partial_knowledge] ; total=2210 ; rate=25/min ; 442/9991 batches
[07:22:13]   +5 [partial_knowledge] ; total=2215 ; rate=25/min ; 443/9991 batches
[07:22:18]   +5 [partial_knowledge] ; total=2220 ; rate=25/min ; 444/9991 batches
[07:22:30]   +5 [partial_knowledge] ; total=2225 ; rate=25/min ; 445/9991 batches
[07:22:58]   +5 [partial_knowledge] ; total=2230 ; rate=25/min ; 446/9991 batches
[07:23:01]   +5 [partial_knowledge] ; total=2235 ; rate=25/min ; 447/9991 batches
[07:23:18]   +5 [partial_knowledge] ; total=2240 ; rate=25/min ; 448/9991 batches
[07:23:21]   +5 [partial_knowledge] ; total=2245 ; rate=25/min ; 449/9991 batches
[07:23:47]   +5 [partial_knowledge] ; total=2250 ; rate=25/min ; 450/9991 batches
[07:23:50]   +5 [partial_knowledge] ; total=2255 ; rate=25/min ; 451/9991 batches
[07:24:05]   +5 [partial_knowledge] ; total=2260 ; rate=25/min ; 452/9991 batches
[07:24:05]   +5 [partial_knowledge] ; total=2265 ; rate=25/min ; 453/9991 batches
[07:24:34]   +5 [partial_knowledge] ; total=2270 ; rate=25/min ; 454/9991 batches
[07:24:38]   +5 [partial_knowledge] ; total=2275 ; rate=25/min ; 455/9991 batches
[07:24:50]   +5 [partial_knowledge] ; total=2280 ; rate=25/min ; 456/9991 batches
[07:24:53]   +5 [partial_knowledge] ; total=2285 ; rate=25/min ; 457/9991 batches
[07:25:22]   +5 [partial_knowledge] ; total=2290 ; rate=25/min ; 458/9991 batches
[07:25:25]   +5 [partial_knowledge] ; total=2295 ; rate=25/min ; 459/9991 batches
[07:25:36]   +5 [partial_knowledge] ; total=2300 ; rate=25/min ; 460/9991 batches
[07:25:41]   +5 [partial_knowledge] ; total=2305 ; rate=25/min ; 461/9991 batches
[07:26:05]   +5 [partial_knowledge] ; total=2310 ; rate=25/min ; 462/9991 batches
[07:26:20]   +5 [partial_knowledge] ; total=2315 ; rate=25/min ; 463/9991 batches
[07:26:22]   +5 [partial_knowledge] ; total=2320 ; rate=25/min ; 464/9991 batches
[07:26:30]   +5 [partial_knowledge] ; total=2325 ; rate=25/min ; 465/9991 batches
[07:26:45]   +5 [partial_knowledge] ; total=2330 ; rate=25/min ; 466/9991 batches
[07:27:04]   +5 [partial_knowledge] ; total=2335 ; rate=25/min ; 467/9991 batches
[07:27:15]   +5 [partial_knowledge] ; total=2340 ; rate=25/min ; 468/9991 batches
[07:27:20]   +5 [partial_knowledge] ; total=2345 ; rate=25/min ; 469/9991 batches
[07:27:31]   +5 [partial_knowledge] ; total=2350 ; rate=25/min ; 470/9991 batches
[07:27:49]   +5 [partial_knowledge] ; total=2355 ; rate=25/min ; 471/9991 batches
[07:28:01]   +5 [partial_knowledge] ; total=2360 ; rate=25/min ; 472/9991 batches
[07:28:07]   +5 [partial_knowledge] ; total=2365 ; rate=25/min ; 473/9991 batches
[07:28:28]   +5 [partial_knowledge] ; total=2370 ; rate=25/min ; 474/9991 batches
[07:28:39]   +5 [partial_knowledge] ; total=2375 ; rate=25/min ; 475/9991 batches
[07:28:49]   +5 [partial_knowledge] ; total=2380 ; rate=25/min ; 476/9991 batches
[07:28:51]   +5 [partial_knowledge] ; total=2385 ; rate=25/min ; 477/9991 batches
[07:29:11]   +5 [partial_knowledge] ; total=2390 ; rate=25/min ; 478/9991 batches
[07:29:27]   +5 [partial_knowledge] ; total=2395 ; rate=25/min ; 479/9991 batches
[07:29:34]   +5 [partial_knowledge] ; total=2400 ; rate=25/min ; 480/9991 batches
[07:29:39]   +5 [partial_knowledge] ; total=2405 ; rate=25/min ; 481/9991 batches
[07:29:51]   +5 [partial_knowledge] ; total=2410 ; rate=25/min ; 482/9991 batches
[07:30:12]   +5 [partial_knowledge] ; total=2415 ; rate=25/min ; 483/9991 batches
[07:30:25]   +5 [partial_knowledge] ; total=2420 ; rate=25/min ; 484/9991 batches
[07:30:30]   +5 [partial_knowledge] ; total=2425 ; rate=25/min ; 485/9991 batches
[07:30:31]   +5 [partial_knowledge] ; total=2430 ; rate=25/min ; 486/9991 batches
[07:30:59]   +5 [partial_knowledge] ; total=2435 ; rate=25/min ; 487/9991 batches
[07:31:08]   +5 [partial_knowledge] ; total=2440 ; rate=25/min ; 488/9991 batches
[07:31:14]   +5 [partial_knowledge] ; total=2445 ; rate=25/min ; 489/9991 batches
[07:31:18]   +5 [partial_knowledge] ; total=2450 ; rate=25/min ; 490/9991 batches
[07:31:52]   +5 [partial_knowledge] ; total=2455 ; rate=25/min ; 491/9991 batches
[07:31:59]   +5 [partial_knowledge] ; total=2460 ; rate=25/min ; 492/9991 batches
[07:32:00]   +5 [partial_knowledge] ; total=2465 ; rate=25/min ; 493/9991 batches
[07:32:07]   +5 [partial_knowledge] ; total=2470 ; rate=25/min ; 494/9991 batches
[07:32:39]   +5 [partial_knowledge] ; total=2475 ; rate=25/min ; 495/9991 batches
[07:32:45]   +5 [partial_knowledge] ; total=2480 ; rate=25/min ; 496/9991 batches
[07:32:47]   +5 [partial_knowledge] ; total=2485 ; rate=25/min ; 497/9991 batches
[07:33:00]   +5 [partial_knowledge] ; total=2490 ; rate=25/min ; 498/9991 batches
[07:33:27]   +5 [partial_knowledge] ; total=2495 ; rate=25/min ; 499/9991 batches
[07:33:37]   +5 [partial_knowledge] ; total=2500 ; rate=25/min ; 500/9991 batches
[07:33:39]   +5 [partial_knowledge] ; total=2505 ; rate=25/min ; 501/9991 batches
[07:33:48]   +5 [partial_knowledge] ; total=2510 ; rate=25/min ; 502/9991 batches
[07:34:14]   +5 [partial_knowledge] ; total=2515 ; rate=25/min ; 503/9991 batches
[07:34:22]   +5 [partial_knowledge] ; total=2520 ; rate=25/min ; 504/9991 batches
[07:34:26]   +5 [partial_knowledge] ; total=2525 ; rate=25/min ; 505/9991 batches
[07:34:36]   +5 [partial_knowledge] ; total=2530 ; rate=25/min ; 506/9991 batches
[07:35:06]   +5 [partial_knowledge] ; total=2535 ; rate=25/min ; 507/9991 batches
[07:35:08]   +5 [partial_knowledge] ; total=2540 ; rate=25/min ; 508/9991 batches
[07:35:09]   +5 [partial_knowledge] ; total=2545 ; rate=25/min ; 509/9991 batches
[07:35:24]   +5 [partial_knowledge] ; total=2550 ; rate=25/min ; 510/9991 batches
[07:35:50]   +5 [partial_knowledge] ; total=2555 ; rate=25/min ; 511/9991 batches
[07:35:55]   +5 [partial_knowledge] ; total=2560 ; rate=25/min ; 512/9991 batches
[07:36:01]   +5 [partial_knowledge] ; total=2565 ; rate=25/min ; 513/9991 batches
[07:36:07]   +5 [partial_knowledge] ; total=2570 ; rate=25/min ; 514/9991 batches
[07:36:38]   +5 [partial_knowledge] ; total=2575 ; rate=25/min ; 515/9991 batches
[07:36:45]   +5 [partial_knowledge] ; total=2580 ; rate=25/min ; 516/9991 batches
[07:36:52]   +5 [partial_knowledge] ; total=2585 ; rate=25/min ; 517/9991 batches
[07:36:53]   +5 [partial_knowledge] ; total=2590 ; rate=25/min ; 518/9991 batches
[07:37:26]   +5 [partial_knowledge] ; total=2595 ; rate=25/min ; 519/9991 batches
[07:37:30]   +5 [partial_knowledge] ; total=2600 ; rate=25/min ; 520/9991 batches
[07:37:35]   +5 [partial_knowledge] ; total=2605 ; rate=25/min ; 521/9991 batches
[07:37:39]   +5 [partial_knowledge] ; total=2610 ; rate=25/min ; 522/9991 batches
[07:38:12]   +5 [partial_knowledge] ; total=2615 ; rate=25/min ; 523/9991 batches
[07:38:14]   +5 [partial_knowledge] ; total=2620 ; rate=25/min ; 524/9991 batches
[07:38:15]   +5 [partial_knowledge] ; total=2625 ; rate=25/min ; 525/9991 batches
[07:38:25]   +5 [partial_knowledge] ; total=2630 ; rate=25/min ; 526/9991 batches
[07:38:57]   +5 [partial_knowledge] ; total=2635 ; rate=25/min ; 527/9991 batches
[07:38:58]   +5 [partial_knowledge] ; total=2640 ; rate=25/min ; 528/9991 batches
[07:39:05]   +5 [partial_knowledge] ; total=2645 ; rate=25/min ; 529/9991 batches
[07:39:06]   +5 [partial_knowledge] ; total=2650 ; rate=25/min ; 530/9991 batches
[07:39:43]   +5 [partial_knowledge] ; total=2655 ; rate=25/min ; 531/9991 batches
[07:39:46]   +5 [partial_knowledge] ; total=2660 ; rate=25/min ; 532/9991 batches
[07:39:49]   +5 [partial_knowledge] ; total=2665 ; rate=25/min ; 533/9991 batches
[07:39:55]   +5 [partial_knowledge] ; total=2670 ; rate=25/min ; 534/9991 batches
[07:40:28]   +5 [partial_knowledge] ; total=2675 ; rate=25/min ; 535/9991 batches
[07:40:38]   +5 [partial_knowledge] ; total=2680 ; rate=25/min ; 536/9991 batches
[07:40:39]   +5 [partial_knowledge] ; total=2685 ; rate=25/min ; 537/9991 batches
[07:40:40]   +5 [partial_knowledge] ; total=2690 ; rate=25/min ; 538/9991 batches
[07:41:16]   +5 [partial_knowledge] ; total=2695 ; rate=25/min ; 539/9991 batches
[07:41:23]   +5 [partial_knowledge] ; total=2700 ; rate=25/min ; 540/9991 batches
[07:41:29]   +5 [partial_knowledge] ; total=2705 ; rate=25/min ; 541/9991 batches
[07:41:31]   +5 [partial_knowledge] ; total=2710 ; rate=25/min ; 542/9991 batches
[07:42:08]   +5 [partial_knowledge] ; total=2715 ; rate=25/min ; 543/9991 batches
[07:42:13]   +5 [partial_knowledge] ; total=2720 ; rate=25/min ; 544/9991 batches
[07:42:17]   +5 [partial_knowledge] ; total=2725 ; rate=25/min ; 545/9991 batches
[07:42:19]   +5 [partial_knowledge] ; total=2730 ; rate=25/min ; 546/9991 batches
[07:42:55]   +5 [partial_knowledge] ; total=2735 ; rate=25/min ; 547/9991 batches
[07:42:58]   +5 [partial_knowledge] ; total=2740 ; rate=25/min ; 548/9991 batches
[07:42:58]   +5 [partial_knowledge] ; total=2745 ; rate=25/min ; 549/9991 batches
[07:43:06]   +5 [partial_knowledge] ; total=2750 ; rate=25/min ; 550/9991 batches
[07:43:42]   +5 [partial_knowledge] ; total=2755 ; rate=25/min ; 551/9991 batches
[07:43:44]   +5 [partial_knowledge] ; total=2760 ; rate=25/min ; 552/9991 batches
[07:43:50]   +5 [partial_knowledge] ; total=2765 ; rate=25/min ; 553/9991 batches
[07:44:04]   +5 [partial_knowledge] ; total=2770 ; rate=25/min ; 554/9991 batches
[07:44:25]   +5 [partial_knowledge] ; total=2775 ; rate=25/min ; 555/9991 batches
[07:44:33]   +5 [partial_knowledge] ; total=2780 ; rate=25/min ; 556/9991 batches
[07:44:37]   +5 [partial_knowledge] ; total=2785 ; rate=25/min ; 557/9991 batches
[07:44:50]   +5 [partial_knowledge] ; total=2790 ; rate=25/min ; 558/9991 batches
[07:45:08]   +5 [partial_knowledge] ; total=2795 ; rate=25/min ; 559/9991 batches
[07:45:28]   +5 [partial_knowledge] ; total=2800 ; rate=25/min ; 560/9991 batches
[07:45:29]   +5 [partial_knowledge] ; total=2805 ; rate=25/min ; 561/9991 batches
[07:45:40]   +5 [partial_knowledge] ; total=2810 ; rate=25/min ; 562/9991 batches
[07:45:53]   +5 [partial_knowledge] ; total=2815 ; rate=25/min ; 563/9991 batches
[07:46:08]   +5 [partial_knowledge] ; total=2820 ; rate=25/min ; 564/9991 batches
[07:46:17]   +5 [partial_knowledge] ; total=2825 ; rate=25/min ; 565/9991 batches
[07:46:25]   +5 [partial_knowledge] ; total=2830 ; rate=25/min ; 566/9991 batches
[07:46:40]   +5 [partial_knowledge] ; total=2835 ; rate=25/min ; 567/9991 batches
[07:46:51]   +5 [partial_knowledge] ; total=2840 ; rate=25/min ; 568/9991 batches
[07:47:10]   +5 [partial_knowledge] ; total=2845 ; rate=25/min ; 569/9991 batches
[07:47:11]   +5 [partial_knowledge] ; total=2850 ; rate=25/min ; 570/9991 batches
[07:47:25]   +5 [partial_knowledge] ; total=2855 ; rate=25/min ; 571/9991 batches
[07:47:42]   +5 [partial_knowledge] ; total=2860 ; rate=25/min ; 572/9991 batches
[07:47:58]   +5 [partial_knowledge] ; total=2865 ; rate=25/min ; 573/9991 batches
[07:48:07]   +5 [partial_knowledge] ; total=2870 ; rate=25/min ; 574/9991 batches
[07:48:09]   +5 [partial_knowledge] ; total=2875 ; rate=25/min ; 575/9991 batches
[07:48:27]   +5 [partial_knowledge] ; total=2880 ; rate=25/min ; 576/9991 batches
[07:48:49]   +5 [partial_knowledge] ; total=2885 ; rate=25/min ; 577/9991 batches
[07:48:54]   +5 [partial_knowledge] ; total=2890 ; rate=25/min ; 578/9991 batches
[07:48:58]   +5 [partial_knowledge] ; total=2895 ; rate=25/min ; 579/9991 batches
[07:49:13]   +5 [partial_knowledge] ; total=2900 ; rate=25/min ; 580/9991 batches
[07:49:35]   +5 [partial_knowledge] ; total=2905 ; rate=25/min ; 581/9991 batches
[07:49:41]   +5 [partial_knowledge] ; total=2910 ; rate=25/min ; 582/9991 batches
[07:49:43]   +5 [partial_knowledge] ; total=2915 ; rate=25/min ; 583/9991 batches
[07:50:02]   +5 [partial_knowledge] ; total=2920 ; rate=25/min ; 584/9991 batches
[07:50:21]   +5 [partial_knowledge] ; total=2925 ; rate=25/min ; 585/9991 batches
[07:50:27]   +5 [partial_knowledge] ; total=2930 ; rate=25/min ; 586/9991 batches
[07:50:31]   +5 [partial_knowledge] ; total=2935 ; rate=25/min ; 587/9991 batches
[07:50:46]   +5 [partial_knowledge] ; total=2940 ; rate=25/min ; 588/9991 batches
[07:51:08]   +5 [partial_knowledge] ; total=2945 ; rate=25/min ; 589/9991 batches
[07:51:16]   +5 [partial_knowledge] ; total=2950 ; rate=25/min ; 590/9991 batches
[07:51:20]   +5 [partial_knowledge] ; total=2955 ; rate=25/min ; 591/9991 batches
[07:51:32]   +5 [partial_knowledge] ; total=2960 ; rate=25/min ; 592/9991 batches
[07:51:56]   +5 [partial_knowledge] ; total=2965 ; rate=25/min ; 593/9991 batches
[07:52:02]   +5 [partial_knowledge] ; total=2970 ; rate=25/min ; 594/9991 batches
[07:52:04]   +5 [partial_knowledge] ; total=2975 ; rate=25/min ; 595/9991 batches
[07:52:13]   +5 [partial_knowledge] ; total=2980 ; rate=25/min ; 596/9991 batches
[07:52:47]   +5 [partial_knowledge] ; total=2985 ; rate=25/min ; 597/9991 batches
[07:52:48]   +5 [partial_knowledge] ; total=2990 ; rate=25/min ; 598/9991 batches
[07:52:52]   +5 [partial_knowledge] ; total=2995 ; rate=25/min ; 599/9991 batches
[07:52:55]   +5 [partial_knowledge] ; total=3000 ; rate=25/min ; 600/9991 batches
[07:53:32]   +5 [partial_knowledge] ; total=3005 ; rate=25/min ; 601/9991 batches
[07:53:36]   +5 [partial_knowledge] ; total=3010 ; rate=25/min ; 602/9991 batches
[07:53:36]   +5 [partial_knowledge] ; total=3015 ; rate=25/min ; 603/9991 batches
[07:53:39]   +5 [partial_knowledge] ; total=3020 ; rate=25/min ; 604/9991 batches
